"com","lib_com","dep","reg","business_crea","nb_crimes","nb_households","pop","income","com_type","party","tax_rate","motorway","iqr_income","nb_businesses","crime_rate"
"37122","Joué-lès-Tours","37",24,0.140854939818382,92,18811.7211482382,38029,2,"B","Right",0.233700007200241,1,14932,1427,0.00489056792172449
"37156","Montlouis-sur-Loire","37",24,0.124521069228649,33,4800.06687534414,10922,4,"B","Left",0.23139999806881,1,13174,522,0.00687490421633638
"37195","La Riche","37",24,0.137529134750366,32,6016.28205625424,10582,2,"B","Left",0.233700007200241,1,14910,429,0.00531889956301738
"37208","Saint-Avertin","37",24,0.133858263492584,45,7158.87203108164,15359,4,"B","Right",0.233700007200241,1,19006,889,0.00628590646747472
"37214","Saint-Cyr-sur-Loire","37",24,0.122786305844784,55,8767.94317507415,16263,4,"B","Right",0.233700007200241,1,18802,847,0.00627285087297967
"37233","Saint-Pierre-des-Corps","37",24,0.146118715405464,60,7924.61842532267,16188,2,"B","Left",0.233700007200241,1,13372,657,0.00757134246467608
"37261","Tours","37",24,0.14067667722702,313,85427.2782474876,139698,2,"C","Right",0.233700007200241,1,17296,7862,0.00366393506174013
"38053","Bourgoin-Jallieu","38",84,0.129577457904816,110,14461.6108068774,28236,2,"C","Right",0.263799995183945,1,15502,2130,0.00760634492719775
"38151","Échirolles","38",84,0.133215963840485,283,16830.3000980429,35966,2,"B","Left",0.313500016927719,1,15456,1704,0.0168149111038673
"38158","Eybens","38",84,0.144808739423752,142,4790.38766277088,10389,4,"B","Left",0.313500016927719,1,16382,732,0.0296426949124747
"38169","Fontaine","38",84,0.142361104488373,155,11331.7880835072,22789,2,"B","Left",0.313500016927719,1,13738,1152,0.0136783355687347
"38185","Grenoble","38",84,0.1367257386446,1552,98255.2454100316,163357,3,"C","Left",0.313500016927719,1,18490,12302,0.0157955943575664
"38193","L' Isle-d'Abeau","38",84,0.22265625,113,6307.49512411697,16616,2,"C","Left",0.263799995183945,1,15554,512,0.0179151941898361
"38317","Le Pont-de-Claix","38",84,0.137711867690086,39,4993.50298981876,10895,2,"B","Left",0.313500016927719,1,12840,472,0.00781014852289405
"38382","Saint-Égrève","38",84,0.109223298728466,112,7566.19542236175,16029,4,"B","Left",0.313500016927719,1,16496,824,0.0148026840106437
"38421","Saint-Martin-d'Hères","38",84,0.166246846318245,342,18437.6174536599,38830,2,"B","Left",0.313500016927719,1,13872,1588,0.0185490343781979
"38474","Sassenage","38",84,0.107638888061047,68,5163.06756994894,11895,4,"B","Centre & Others",0.313500016927719,1,14308,576,0.0131704648600352
"38485","Seyssinet-Pariset","38",84,0.109232768416405,105,5928.1019042333,12418,4,"B","Right",0.313500016927719,1,14880,769,0.0177122461280598
"38544","Vienne","38",84,0.137407705187798,128,15850.3950467348,29894,2,"C","Right",0.246700003743172,1,16740,2438,0.00807550850452577
"38553","Villefontaine","38",84,0.197158083319664,77,7507.59918855294,19193,2,"C","Right",0.263799995183945,1,14742,563,0.0102562747512419
"38563","Voiron","38",84,0.100056208670139,101,11402.4656685582,21108,3,"B","Right",0.260899990797043,1,15556,1779,0.00885773331276086
"39198","Dole","39",27,0.109859153628349,56,13398.9206612276,24415,2,"C","Right",0.238299995660782,1,15804,1420,0.00417944112185446
"39300","Lons-le-Saunier","39",27,0.0762108266353607,27,10951.0435148496,18272,2,"C","Right",0.212600007653236,1,16040,1404,0.00246551846528489
"39478","Saint-Claude","39",27,0.0788091048598289,10,5908.65685921453,10097,2,"C","Right",0.234599992632866,0,13922,571,0.00169243200921459
"40046","Biscarrosse","40",75,0.122340425848961,76,12070.2420113787,14705,3,"I","Right",0.28260001540184,1,13634,1128,0.0062964768998297
"40088","Dax","40",75,0.101372756063938,53,16040.9467188125,21651,2,"C","Left",0.286700010299683,1,15314,1894,0.00330404438896631
"40192","Mont-de-Marsan","40",75,0.128787875175476,69,16333.8840285073,32305,3,"C","Right",0.281200021505356,1,14552,1716,0.00422434736769131
"40279","Saint-Paul-lès-Dax","40",75,0.129298493266106,52,8148.43426596018,13638,3,"C","Left",0.286700010299683,1,13012,727,0.00638159409559556
"40312","Tarnos","40",75,0.135483875870705,23,6186.14410213867,12717,3,"B","Left",0.333000004291534,1,12368,620,0.00371798645816357
"41018","Blois","41",24,0.124461837112904,207,26663.1293910765,47548,2,"C","Left",0.254599988460541,1,17410,2555,0.00776352981541911
"41194","Romorantin-Lanthenay","41",24,0.131607338786125,36,9767.05225524242,18618,2,"I","Left",0.24049998819828,1,13894,927,0.00368586130791685
"41269","Vendôme","41",24,0.10788381844759,28,9441.34777484181,17564,2,"C","Right",0.250900000333786,1,14992,964,0.00296567827684635
"42005","Andrézieux-Bouthéon","42",84,0.106334842741489,31,4397.32076608173,10154,2,"C","Right",0.288100004196167,1,14424,884,0.00704974725499109
"42044","Le Chambon-Feugerolles","42",84,0.105719238519669,33,5757.67322498832,12776,2,"B","Right",0.288100004196167,1,11952,577,0.00573148192168668
"42095","Firminy","42",84,0.128643214702606,55,9251.32256202495,17051,2,"B","Left",0.288100004196167,1,12504,995,0.00594509591804369
"42147","Montbrison","42",84,0.106402166187763,47,8356.16485270623,16231,2,"C","Right",0.260199993848801,1,13112,1109,0.00562458984815008
"42184","Riorges","42",84,0.134297519922256,77,5562.26983081157,10981,3,"B","Left",0.291799992322922,1,12936,484,0.0138432694461292
"42186","Rive-de-Gier","42",84,0.124649859964848,95,7279.30744133567,15333,2,"B","Right",0.288100004196167,1,12977,714,0.0130506920837745
"42187","Roanne","42",84,0.097115732729435,63,22561.9055577214,36011,2,"C","Right",0.291799992322922,1,13528,2739,0.00279231733502401
"42189","Roche-la-Molière","42",84,0.0762886628508568,63,4788.58647084986,10004,3,"B","Centre & Others",0.288100004196167,1,12014,485,0.0131562832546739
"42207","Saint-Chamond","42",84,0.133635327219963,144,17605.8452659649,35470,2,"B","Right",0.288100004196167,1,13689,1766,0.00817910175993518
"42218","Saint-Étienne","42",84,0.132168158888817,617,99313.7311094247,173662,2,"C","Right",0.288100004196167,1,15850,10585,0.00621263538392475
"42279","Saint-Just-Saint-Rambert","42",84,0.12177985906601,52,6608.13867785774,15224,4,"C","Right",0.260199993848801,1,15452,854,0.00786908425124904
"43157","Le Puy-en-Velay","43",84,0.0899437814950943,52,12108.6792739124,19963,2,"C","Right",0.276299983263016,0,15402,1601,0.00429444027905105
"44020","Bouguenais","44",52,0.136606186628342,107,8300.62035632756,19376,3,"B","Left",0.305299997329712,1,13054,937,0.0128906027991551
"44026","Carquefou","44",52,0.136909529566765,70,9083.54905510021,19839,4,"B","Right",0.305299997329712,1,15324,1249,0.00770623900145027
"44035","La Chapelle-sur-Erdre","44",52,0.14495413005352,66,8542.46133657169,19722,4,"B","Left",0.305299997329712,1,16109,1090,0.0077261104732711
"44036","Châteaubriant","44",52,0.102689489722252,50,6424.33493040646,12626,2,"I","Right",0.228300005197525,0,12700,818,0.00778290679761252
"44047","Couëron","44",52,0.128323704004288,141,9130.37452354569,20819,3,"B","Left",0.305299997329712,1,12212,865,0.0154429590633314
"44055","La Baule-Escoublac","44",52,0.0979729741811752,129,22639.8863863777,16255,4,"B","Right",0.261399984359741,0,21598,1776,0.00569790845229765
"44069","Guérande","44",52,0.0972413793206215,38,9013.88971956332,16914,4,"B","Right",0.261399984359741,0,15050,1450,0.00421571609840384
"44109","Nantes","44",52,0.153209209442139,1747,179493.714098631,311479,3,"C","Left",0.305299997329712,1,19548,20893,0.00973293136627632
"44114","Orvault","44",52,0.13213212788105,212,12391.3811110647,26348,4,"B","Right",0.305299997329712,1,17956,1332,0.0171086659428704
"44129","Pontchâteau","44",52,0.111111111938953,25,4774.56192467414,10902,3,"I","Right",0.252800017595291,0,10778,477,0.00523608247089731
"44131","Pornic","44",52,0.109652511775494,60,12778.2677860318,15277,4,"C","Right",0.223999992012978,0,16888,1295,0.00469547210973206
"44132","Pornichet","44",52,0.108922362327576,70,12364.6265319311,10777,4,"B","Right",0.256599992513657,0,17270,863,0.00566131130764266
"44143","Rezé","44",52,0.141986876726151,290,20667.5722723577,41052,3,"B","Left",0.305299997329712,1,13926,2134,0.0140316432030997
"44154","Saint-Brevin-les-Pins","44",52,0.114705882966518,71,10382.4084270866,13800,4,"C","Right",0.254200011491776,0,12956,680,0.00683849036556571
"44162","Saint-Herblain","44",52,0.124916940927505,386,23215.173600695,46722,3,"B","Left",0.305299997329712,1,15014,3010,0.0166270563657747
"44172","Sainte-Luce-sur-Loire","44",52,0.133155792951584,61,6630.85300375768,15490,4,"B","Right",0.305299997329712,1,13824,751,0.00919941973761619
"44184","Saint-Nazaire","44",52,0.105997212231159,371,40807.0771683048,72333,2,"C","Left",0.256599992513657,0,14374,3585,0.00909156023279606
"44190","Saint-Sébastien-sur-Loire","44",52,0.1611417979002,230,13425.8940361571,27135,4,"B","Centre & Others",0.305299997329712,1,14792,1086,0.0171310751731386
"44215","Vertou","44",52,0.137508511543274,81,10780.0991741809,23775,4,"B","Right",0.305299997329712,1,16030,1469,0.00751384553066086
"45004","Amilly","45",24,0.131768956780434,116,5997.08706579284,13387,3,"C","Right",0.243600010871887,1,14462,554,0.0193427240137399
"45068","Châlette-sur-Loing","45",24,0.127982646226883,41,6043.58636881686,13148,2,"C","Left",0.243600010871887,1,13230,461,0.00678405130628198
"45075","La Chapelle-Saint-Mesmin","45",24,0.107382550835609,56,4611.10067114092,10365,3,"B","Left",0.248799994587898,1,13546,447,0.0121446058097326
"45147","Fleury-les-Aubrais","45",24,0.136363640427589,94,9835.62076279343,21371,2,"B","Right",0.248799994587898,1,16118,836,0.00955709886208574
"45155","Gien","45",24,0.0823529437184334,30,7589.1008720963,15092,2,"C","Right",0.19760000705719,1,15522,765,0.00395303745537292
"45208","Montargis","45",24,0.100250624120235,67,9326.68563276551,15176,2,"C","Right",0.243600010871887,1,15854,1197,0.00718368803646847
"45232","Olivet","45",24,0.127205193042755,123,11400.0173825524,22233,4,"B","Right",0.248799994587898,1,18772,1077,0.0107894572326048
"45234","Orléans","45",24,0.131058439612389,363,66027.4130271194,118107,2,"C","Right",0.248799994587898,1,18872,6623,0.00549771652951033
"45284","Saint-Jean-de-Braye","45",24,0.14792899787426,122,9720.47998393222,20735,3,"B","Left",0.248799994587898,1,15622,845,0.0125508205563577
"45285","Saint-Jean-de-la-Ruelle","45",24,0.160828024148941,94,7618.85918380557,16711,2,"B","Left",0.248799994587898,1,15112,628,0.0123378051401454
"45302","Saran","45",24,0.131050765514374,70,6802.02939219874,16529,3,"B","Left",0.248799994587898,1,15146,847,0.0102910463868744
"46042","Cahors","46",76,0.103044494986534,100,12763.5355708819,20390,2,"C","Left",0.329700022935867,1,16014,1708,0.00783481970529663
"46102","Figeac","46",76,0.0902872756123543,29,6459.15297149807,10527,3,"C","Left",0.328499972820282,0,14815,731,0.0044897527784164
"47001","Agen","47",75,0.10722891241312,131,21621.5809550117,34956,2,"C","Right",0.291500002145767,1,16840,2490,0.00605876139550449
"47157","Marmande","47",75,0.112916328012943,66,10202.3783281551,18597,2,"C","Right",0.290699988603592,1,14442,1231,0.00646907984365395
"47323","Villeneuve-sur-Lot","47",75,0.102595798671246,220,13134.5060071803,23535,2,"C","Left",0.303600013256073,1,13990,1618,0.0167497734501573
"48095","Mende","48",76,0.0890322551131248,43,6851.33684908435,12568,3,"I","Left",0.259200006723404,1,13588,775,0.00627614740701981
"49007","Angers","49",52,0.145767033100128,342,88873.5521993437,155984,2,"C","Right",0.25220000743866,1,17322,7855,0.00384816395357859
"49015","Avrillé","49",52,0.121212124824524,37,6757.28430139536,13883,4,"B","Right",0.25220000743866,1,15776,594,0.00547557248588158
"49099","Cholet","49",52,0.110030189156532,121,27387.5009892798,55850,2,"C","Right",0.241100013256073,1,13494,2981,0.0044180737792529
"49246","Les Ponts-de-Cé","49",52,0.123417720198631,26,6174.50145613312,13125,3,"B","Left",0.25220000743866,1,13560,632,0.00421086628365344
"49328","Saumur","49",52,0.0967365950345993,68,15877.8020064625,28943,2,"C","Left",0.228600010275841,1,14094,1716,0.00428270865024787
"49353","Trélazé","49",52,0.178036600351334,41,6434.42290892622,14390,2,"B","Left",0.25220000743866,1,12858,601,0.00637197781064753
"50129","Cherbourg-en-Cotentin","50",28,0.0910605192184448,99,43118.3543406415,83375,2,"C","Left",0.192399993538857,0,14366,1801,0.00229600599359347
"50218","Granville","50",28,0.096537247300148,23,9932.78604804443,13963,2,"C","Right",0.250499993562698,1,14692,953,0.00231556381953161
"50502","Saint-Lô","50",28,0.0898502469062805,19,11348.4543840742,20405,2,"C","Right",0.225199997425079,1,14248,1202,0.00167423680414696
"51108","Châlons-en-Champagne","51",44,0.1149747595191,135,23699.8943488995,46618,2,"C","Right",0.218400001525879,1,15138,1783,0.00569622792458856
"51230","Épernay","51",44,0.0880789682269096,58,13067.4835963725,23692,2,"C","Right",0.200100004673004,1,15584,1317,0.00443849801472876
"51454","Reims","51",44,0.127280622720718,607,103845.15964387,187933,2,"C","Right",0.253800004720688,1,17102,9208,0.00584524114635353
"51573","Tinqueux","51",44,0.128691986203194,28,4779.12772104118,10250,4,"B","Right",0.241699993610382,1,14390,474,0.00585880973147542
"51649","Vitry-le-François","51",44,0.0720411688089371,29,7039.52737162434,13220,2,"C","Left",0.1807000041008,1,13146,583,0.00411959474962712
"52121","Chaumont","52",44,0.0873621702194214,43,12776.5454881877,23661,2,"C","Right",0.23989999294281,1,14748,1179,0.00336554196435608
"52448","Saint-Dizier","52",44,0.0837359130382538,67,13383.276512143,25968,2,"C","Right",0.234099999070168,0,14268,1242,0.0050062479049289
"53062","Château-Gontier","53",52,0.0841423943638802,56,8572.75128765034,12298,2,"I","Right",0.24049998819828,0,12258,618,0.00653232528519426
"53130","Laval","53",52,0.116736993193626,100,28378.8584949803,52698,2,"C","Right",0.26120001077652,1,15612,2844,0.00352374990761831
"53147","Mayenne","53",52,0.0810419693589211,35,7321.46308899554,13875,3,"C","Left",0.255899995565414,1,12350,691,0.00478046526692273
"54159","Dombasle-sur-Meurthe","54",44,0.114942528307438,12,4479,10029,3,"C","Left",0.209799990057945,1,11780,348,0.00267916945746818
"54304","Laxou","54",44,0.138413682579994,22,7695.98024927578,14575,3,"B","Right",0.296499997377396,1,21130,643,0.00285863519492144
"54323","Longwy","54",44,0.0985691547393799,54,8298.6062010493,14790,2,"C","Left",0.23759999871254,1,15969,629,0.00650711682079481
"54329","Lunéville","54",44,0.116080939769745,39,10558.3645240983,19587,2,"C","Right",0.234200000762939,1,14236,939,0.00369375388688152
"54395","Nancy","54",44,0.132002294063568,223,69459.2062609028,107563,3,"C","Right",0.296499997377396,1,21213,6962,0.00321051753978252
"54431","Pont-à-Mousson","54",44,0.127397254109383,27,7184.09941575952,15139,2,"C","Right",0.26680001616478,1,14604,730,0.00375829988387563
"54528","Toul","54",44,0.114055298268795,16,7815.27947250059,16406,2,"C","Left",0.236900001764297,1,14188,868,0.00204727163709228
"54547","Vandoeuvre-lès-Nancy","54",44,0.132218837738037,58,17072.2149060776,30237,2,"B","Left",0.296499997377396,1,17988,1316,0.00339733305368317
"54578","Villers-lès-Nancy","54",44,0.0969793349504471,31,7842.66622165195,14887,4,"B","Right",0.296499997377396,1,17404,629,0.00395273738851917
"55029","Bar-le-Duc","55",44,0.0958230942487717,25,9326.90496214334,16337,2,"C","Centre & Others",0.23139999806881,0,16150,814,0.00268041757704958
"55545","Verdun","55",44,0.0880077332258224,50,10117.6187288542,19337,2,"C","Left",0.237499997019768,1,15370,1034,0.00494187430263666
"56007","Auray","56",53,0.101449273526669,39,8288.20865415808,14185,2,"C","Right",0.213899999856949,0,15409,1104,0.004705479993006
"56078","Guidel","56",53,0.132137030363083,24,6668.65903793572,11807,4,"I","Right",0.247900009155273,0,14916,613,0.00359892444095165
"56083","Hennebont","56",53,0.102425873279572,39,8407.59169011408,15891,2,"I","Left",0.247900009155273,0,12268,742,0.00463866484451873
"56098","Lanester","56",53,0.0982721373438835,50,11379.7735924968,22638,2,"B","Left",0.247900009155273,0,12440,926,0.00439376052551408
"56121","Lorient","56",53,0.107696212828159,119,36043.7448140647,59160,2,"C","Left",0.247900009155273,0,15220,3937,0.00330154373841768
"56162","Ploemeur","56",53,0.113899610936642,77,10373.0760718459,18524,4,"B","Right",0.247900009155273,0,15684,1036,0.00742306327136554
"56178","Pontivy","56",53,0.0958549231290817,26,8113.70294446514,15246,2,"C","Centre & Others",0.209799990057945,0,14352,772,0.00320445549682543
"56206","Saint-Avé","56",53,0.123909249901772,32,5115.89916319365,11437,3,"B","Left",0.240099996328354,0,13608,573,0.00625500991697102
"56260","Vannes","56",53,0.108193531632423,177,33727.3647219622,55577,3,"C","Right",0.240099996328354,0,18268,4113,0.00524796412228267
"57019","Amnéville","57",44,0.139423072338104,57,5169.62749344062,10719,2,"B","Right",0.215599998831749,1,13040,416,0.0110259395038276
"57160","Creutzwald","57",44,0.10426539927721,20,6610.66893893458,13523,2,"C","Right",0.179799988865852,1,14468,633,0.00302541243325722
"57206","Fameck","57",44,0.11142061650753,42,5835.45111153843,13980,2,"B","Left",0.218899995088577,1,14516,359,0.00719738700525713
"57221","Florange","57",44,0.0938697308301926,35,5539.36090558155,12023,2,"B","Right",0.218899995088577,1,14006,522,0.00631841842345629
"57227","Forbach","57",44,0.103607058525085,54,10827.4227675934,21994,2,"C","Left",0.222000002861023,1,15708,1303,0.00498733642890741
"57240","Freyming-Merlebach","57",44,0.110764428973198,29,6496.95836734393,13272,2,"C","Right",0.212700009346008,1,13168,641,0.00446362718680245
"57306","Hayange","57",44,0.112605042755604,43,7671.54641736996,15833,2,"B","Centre & Others",0.218899995088577,1,14420,595,0.00560512804858211
"57433","Maizières-lès-Metz","57",44,0.137640446424484,46,5163.43570875896,11355,2,"B","Right",0.184900000691414,1,13922,356,0.00890879689311677
"57447","Marly","57",44,0.0991869941353798,75,4486.5572133303,10329,4,"B","Right",0.249500006437302,1,18872,615,0.0167166039423642
"57463","Metz","57",44,0.128188356757164,403,66824.7119309545,119538,2,"C","Left",0.249500006437302,1,18638,7645,0.0060307031389285
"57480","Montigny-lès-Metz","57",44,0.124318428337574,72,11926.5795726829,21858,3,"B","Right",0.249500006437302,1,16490,917,0.00603693620297571
"57606","Saint-Avold","57",44,0.0923656895756721,40,8618.49166923831,16224,2,"C","Right",0.1908999979496,1,15840,1061,0.00464118334566252
"57630","Sarrebourg","57",44,0.107052899897099,23,6607.98775902226,12547,2,"C","Right",0.17799998819828,1,15204,794,0.00348063598764946
"57631","Sarreguemines","57",44,0.103448279201984,41,11626.536196864,21741,2,"C","Right",0.221799999475479,1,16932,1566,0.00352641571881562
"57660","Stiring-Wendel","57",44,0.128035321831703,19,6019.11002510546,12389,2,"C","Right",0.222000002861023,1,11968,453,0.00315661284155827
"57672","Thionville","57",44,0.0973451361060143,181,21707.7310987085,41500,4,"C","Right",0.238600000739098,1,20964,2260,0.00833804321497094
"57751","Woippy","57",44,0.154198467731476,47,6159.52299907353,13748,2,"B","Right",0.249500006437302,1,15482,655,0.00763046099626049
"57757","Yutz","57",44,0.141095891594887,32,8076.19724358411,16356,3,"B","Centre & Others",0.238600000739098,1,17933,730,0.00396226083079155
"58086","Cosne-Cours-sur-Loire","58",27,0.0870870873332024,16,6469.37412775731,10737,2,"C","Right",0.255899995565414,1,14344,666,0.00247319132949057
"58194","Nevers","58",27,0.111170500516891,163,22329.165694006,35899,2,"C","Right",0.27649998664856,1,16806,1871,0.00729986969659845
"59008","Aniche","59",32,0.187943264842033,56,4312.38803288187,10469,2,"B","Right",0.31020000576973,1,13180,282,0.0129858444029158
"59009","Villeneuve-d'Ascq","59",32,0.130971550941467,469,28092.4918049196,62699,2,"B","Left",0.336400002241135,1,19286,3726,0.0166948522493782
"59011","Annoeullin","59",32,0.12732096016407,10,4264.65833616386,10515,3,"C","Left",0.35970002412796,1,13922,377,0.00234485372842205
"59014","Anzin","59",32,0.120056495070457,57,6154.04083021273,13747,2,"B","Left",0.31020000576973,1,13306,708,0.00926220699091944
"59017","Armentières","59",32,0.132075473666191,53,12180.5465710234,25445,2,"C","Left",0.336400002241135,1,13760,1007,0.00435120047289856
"59043","Bailleul","59",32,0.0909090936183929,53,6788.52271603186,14596,3,"C","Right",0.277399986982346,1,13526,671,0.00780729507980205
"59112","Bruay-sur-l'Escaut","59",32,0.101333335042,94,4959.57970540573,11752,2,"B","Right",0.31020000576973,1,13272,375,0.0189532189386016
"59122","Cambrai","59",32,0.0954545438289642,114,18111.5312411418,33707,2,"C","Right",0.263300001621246,1,15710,1980,0.00629433251568701
"59139","Caudry","59",32,0.0968749970197678,24,7030.14424521232,15080,2,"C","Right",0.289000004529953,1,14720,640,0.00341387020847325
"59152","Comines","59",32,0.113060429692268,33,5012.16448115613,12491,2,"B","Right",0.336400002241135,1,13398,513,0.00658398185535764
"59155","Coudekerque-Branche","59",32,0.130645155906677,44,9849.83405080845,21676,2,"B","Left",0.349399983882904,1,11980,620,0.00446708033587516
"59163","Croix","59",32,0.124786324799061,186,10411.4837914879,21535,3,"B","Right",0.336400002241135,1,17080,1170,0.0178648887829099
"59172","Denain","59",32,0.243467926979065,67,8953.85763238826,20075,1,"B","Left",0.31029999256134,1,13010,842,0.00748280827669683
"59178","Douai","59",32,0.105117566883564,125,21363.8910865361,41172,2,"C","Left",0.289000004529953,1,16804,2169,0.00585099406721733
"59179","Douchy-les-Mines","59",32,0.108225107192993,21,4404.88535290122,10850,2,"B","Left",0.31029999256134,1,13210,231,0.00476743395515813
"59183","Dunkerque","59",32,0.118474923074245,396,46237.3123100014,90341,2,"C","Left",0.349399983882904,1,15300,3908,0.00856451165121773
"59220","Faches-Thumesnil","59",32,0.157657653093338,182,7739.90751185525,17486,3,"B","Right",0.336400002241135,1,15366,666,0.0235144928697442
"59249","Fourmies","59",32,0.100000001490116,63,6157.89107311586,12626,2,"C","Right",0.32439997792244,1,15078,410,0.0102307753177132
"59271","Grande-Synthe","59",32,0.15384615957737,44,8234.44994712156,23878,2,"B","Left",0.349399983882904,1,12206,442,0.0053434048761667
"59273","Gravelines","59",32,0.0901408419013023,21,5354.15042866588,11812,2,"B","Left",0.349399983882904,1,14570,355,0.00392219088346247
"59279","Halluin","59",32,0.122373297810555,142,8646.98789463109,20822,2,"B","Right",0.336400002241135,1,13422,809,0.0164219034108013
"59286","Haubourdin","59",32,0.112794615328312,40,6711.94765339034,14935,2,"B","Right",0.336400002241135,1,12516,594,0.00595952204421547
"59291","Hautmont","59",32,0.127272725105286,54,6302.36847505373,14801,2,"B","Right",0.279599994421005,1,13526,385,0.00856820736739605
"59295","Hazebrouck","59",32,0.0722761601209641,24,9957.78628979033,22275,2,"C","Right",0.282999992370605,1,13264,927,0.00241017423969091
"59299","Hem","59",32,0.146080762147903,195,7296.54883658812,19206,3,"B","Right",0.336400002241135,1,18422,842,0.0267249633172033
"59328","Lambersart","59",32,0.152484685182571,125,13305.9453864258,27919,4,"B","Right",0.336400002241135,1,20426,1469,0.00939429678762398
"59350","Lille","59",32,0.150198981165886,1468,137767.999483262,237079,2,"C","Left",0.336400002241135,1,19792,17590,0.0106555949531542
"59360","Loos","59",32,0.131479144096375,93,11051.2494507595,21774,2,"B","Right",0.336400002241135,1,13932,791,0.00841533804972691
"59367","Lys-lez-Lannoy","59",32,0.121052630245686,88,5911.86475660903,13739,2,"B","Right",0.336400002241135,1,13294,570,0.0148853202200917
"59368","La Madeleine","59",32,0.143760785460472,100,12413.5476845839,21724,4,"B","Right",0.336400002241135,1,19850,1739,0.00805571481585298
"59378","Marcq-en-Baroeul","59",32,0.129358440637589,279,18645.8304868277,40208,4,"B","Right",0.336400002241135,1,23506,2868,0.0149631307759179
"59383","Marly","59",32,0.14355231821537,32,5683.32514150812,11694,2,"B","Left",0.31020000576973,1,14058,411,0.00563050664940639
"59386","Marquette-lez-Lille","59",32,0.15865384042263,50,4204.0170141327,10490,3,"B","Right",0.336400002241135,1,14678,416,0.0118933866899002
"59392","Maubeuge","59",32,0.121578097343445,129,14197.626950269,30438,2,"C","Right",0.287699997425079,1,14566,1242,0.00908602546410447
"59410","Mons-en-Baroeul","59",32,0.171232879161835,101,9537.05623109942,21185,2,"B","Left",0.336400002241135,1,16548,730,0.0105902699483567
"59421","Mouvaux","59",32,0.159685865044594,114,6050.81360729345,13324,4,"B","Right",0.336400002241135,1,21752,764,0.0188404415337779
"59426","Neuville-en-Ferrain","59",32,0.131313130259514,79,4232.50302364389,10501,4,"B","Right",0.336400002241135,1,12262,495,0.0186650782193621
"59491","Raismes","59",32,0.114882506430149,53,5759.66446828694,12762,2,"B","Left",0.31029999256134,1,13534,383,0.00920192491972774
"59507","Ronchin","59",32,0.154639169573784,110,8748.32667912192,19057,3,"B","Left",0.336400002241135,1,15780,679,0.0125738331494316
"59508","Roncq","59",32,0.117983967065811,101,5621.14305252051,13795,4,"B","Right",0.336400002241135,1,13892,873,0.0179678757605558
"59512","Roubaix","59",32,0.118993826210499,583,41165.8867241886,96647,1,"B","Right",0.336400002241135,1,14182,6639,0.0141622116366908
"59526","Saint-Amand-les-Eaux","59",32,0.101851850748062,40,7811.30992569481,16699,2,"C","Left",0.31029999256134,1,14376,864,0.00512078004592066
"59527","Saint-André-lez-Lille","59",32,0.128935530781746,71,6019.78722400012,12471,3,"B","Right",0.336400002241135,1,15212,667,0.0117944368061602
"59544","Saint-Saulve","59",32,0.0774818435311317,48,5320.81248423642,11305,3,"B","Right",0.31020000576973,1,15670,413,0.00902117865311098
"59560","Seclin","59",32,0.117224879562855,58,5474.41032382867,12745,3,"B","Left",0.336400002241135,1,14844,836,0.0105947483964695
"59569","Sin-le-Noble","59",32,0.125827819108963,28,7069.53999039931,15716,2,"B","Right",0.289000004529953,1,13566,453,0.00396065373956792
"59574","Somain","59",32,0.119106702506542,32,5510.82179828132,12794,2,"B","Left",0.31020000576973,1,13038,403,0.00580675644601318
"59599","Tourcoing","59",32,0.149845749139786,435,42906.4530738441,97443,2,"B","Right",0.336400002241135,1,14082,4538,0.0101383351182943
"59606","Valenciennes","59",32,0.121866293251514,177,25430.7740656186,44893,2,"C","Right",0.31020000576973,1,18632,2872,0.00696007127204582
"59616","Vieux-Condé","59",32,0.0898876413702965,31,4526.00495541003,10284,2,"B","Left",0.31020000576973,1,13398,267,0.00684930756934878
"59646","Wasquehal","59",32,0.115541093051434,243,9212.01106138408,21215,4,"B","Right",0.336400002241135,1,17762,1229,0.0263786048866826
"59648","Wattignies","59",32,0.159763306379318,132,6899.95694989209,14467,2,"B","Right",0.336400002241135,1,17766,507,0.0191305541409305
"59650","Wattrelos","59",32,0.153430998325348,322,17348.3157696495,41492,2,"B","Left",0.336400002241135,1,12200,1297,0.0185608795848259
"60057","Beauvais","60",32,0.120497711002827,144,28283.8189846875,56425,2,"C","Right",0.25330001115799,1,16382,3054,0.00509125023314425
"60141","Chantilly","60",32,0.157497301697731,49,6072.88560080999,11100,4,"C","Right",0.235400006175041,1,21696,927,0.00806865190963987
"60157","Clermont","60",32,0.133603245019913,20,5147.69029806716,10817,2,"C","Left",0.254599988460541,1,14264,494,0.00388523761958048
"60159","Compiègne","60",32,0.103406324982643,101,21452.5355460211,41622,2,"C","Right",0.250300019979477,1,19296,2466,0.00470806818072062
"60175","Creil","60",32,0.162507995963097,56,13815.070234479,35952,2,"C","Left",0.288399994373322,1,12506,1563,0.00405354435768541
"60176","Crépy-en-Valois","60",32,0.134146347641945,52,6702.37656270115,15283,3,"I","Right",0.211499989032745,1,14462,656,0.00775844202627781
"60395","Méru","60",32,0.143939390778542,16,5586.64844598842,14880,2,"I","Right",0.237999990582466,1,14040,528,0.00286397115456389
"60414","Montataire","60",32,0.156370654702187,45,5409.60145925413,13545,2,"B","Left",0.288399994373322,1,12746,518,0.00831854256527884
